symbol,entry_time,exit_time,side,entry_price,exit_price,equity_before,equity_after,risk_amount_usd,position_size,intended_risk_pct,gross_pnl_usd,spread_cost_usd,slippage_cost_usd,commission_cost_usd,pnl,r_multiple,exit_reason
EURUSD,2023-01-23 07:30:00,2023-01-23 08:00:00,1,1.1019971639389032,1.1021603102020217,103504.35227500707,103838.14342185103,517.5217613750353,52.86,0.005,862.391146843962,105.72,52.86,370.02,333.7911468439621,0.6450884614359115,target
EURUSD,2023-01-23 07:45:00,2023-01-23 09:15:00,1,1.1020630294854126,1.102244951646366,103838.14342185103,104227.76521934522,519.1907171092552,47.56,0.005,865.2217974941934,95.12,47.56,332.92,389.6217974941934,0.7505239285128855,target
EURUSD,2023-01-23 09:30:00,2023-01-23 10:15:00,1,1.1022653057839564,1.1024425542980718,104227.76521934522,104606.28293851059,521.1388260967261,49.0,0.005,868.5177191653626,98.0,49.0,343.0,378.51771916536256,0.726367293786615,target
EURUSD,2023-01-23 10:00:00,2023-01-23 11:00:00,1,1.102327437504958,1.1024916481243738,104606.28293851059,104947.11290636932,523.031414692553,53.08,0.005,871.629967858742,106.16,53.08,371.56,340.82996785874207,0.6517099771448704,target
EURUSD,2023-01-23 10:15:00,2023-01-23 11:45:00,1,1.102406625349521,1.1025747377034898,104947.11290636932,105301.43337171471,524.7355645318466,52.02,0.005,874.520465345392,104.04,52.02,364.14000000000004,354.320465345392,0.6752661970875149,target
EURUSD,2023-01-23 11:15:00,2023-01-23 12:00:00,1,1.1025120171134437,1.1026524085833391,105301.43337171471,105553.88005856107,526.5071668585736,62.5,0.005,877.4466868463616,125.0,62.5,437.5,252.44668684636156,0.4795100196795914,target
EURUSD,2023-01-23 11:30:00,2023-01-23 13:00:00,1,1.102546008641387,1.1026832895773704,105553.88005856107,105792.73901540684,527.7694002928054,64.07,0.005,879.5589568457673,128.14,64.07,448.48999999999995,238.85895684576735,0.4526112301070226,target
EURUSD,2023-01-23 12:00:00,2023-01-23 14:30:00,1,1.1026120373466428,1.102752021355215,105792.73901540684,106044.51831738657,528.9636950770342,62.97,0.005,881.4793019797191,125.94,62.97,440.78999999999996,251.7793019797192,0.47605447912865145,target
EURUSD,2023-02-06 11:00:00,2023-02-06 13:00:00,-1,1.1025674236394745,1.1024083461301066,106044.51831738657,106372.69388192488,530.2225915869328,55.55,0.005,883.6755645383131,111.1,55.55,388.84999999999997,328.1755645383131,0.6189593739830769,target
EURUSD,2023-02-06 13:30:00,2023-02-06 13:45:00,-1,1.102374261780616,1.102216447919156,106372.69388192488,106697.37652788404,531.8634694096244,56.16,0.005,886.2826459591665,112.32,56.16,393.12,324.6826459591665,0.6105701671272589,target
EURUSD,2023-02-06 13:45:00,2023-02-06 15:15:00,-1,1.1023239883780551,1.1021612251859774,106697.37652788404,107040.18908301272,533.4868826394202,54.62,0.005,889.0125551286858,109.24,54.62,382.34,342.81255512868586,0.6426841277465254,target
EURUSD,2023-02-06 14:00:00,2023-02-06 15:30:00,-1,1.1022624206135703,1.1020926836039877,107040.18908301272,107406.65706836908,535.2009454150636,52.55,0.005,891.9679853563533,105.1,52.55,367.84999999999997,366.4679853563533,0.6847554908040491,target
EURUSD,2023-02-06 15:30:00,2023-02-06 16:15:00,-1,1.1021305590928268,1.1019693614533408,107406.65706836908,107746.42636279516,537.0332853418454,55.52,0.005,894.9692944260833,111.04,55.52,388.64000000000004,339.7692944260832,0.6327392022317425,target
EURUSD,2023-02-06 15:45:00,2023-02-20 07:30:00,-1,1.1020668534407887,1.1018956708567196,107746.42636279516,108119.77901623769,538.7321318139758,52.45,0.005,897.8526534425258,104.9,52.45,367.15000000000003,373.3526534425258,0.6930473725480881,target
EURUSD,2023-02-06 16:30:00,2023-02-20 07:45:00,-1,1.1019711815711593,1.1017940609043495,108119.77901623769,108512.01472763208,540.5988950811885,50.86,0.005,900.8357113943841,101.72,50.86,356.02,392.23571139438417,0.7256885771612724,target
EURUSD,2023-02-20 07:45:00,2023-02-20 08:15:00,-1,1.10186158147275,1.1017045926569917,108512.01472763208,108840.27030639935,542.5600736381604,57.6,0.005,904.2555787672768,115.2,57.6,403.2,328.2555787672768,0.6050199126497143,target
EURUSD,2023-02-20 10:00:00,2023-02-20 11:15:00,-1,1.1016412710007635,1.101476812781977,108840.27030639935,109195.75738300703,544.2013515319968,55.15,0.005,906.9870766076738,110.3,55.15,386.05,355.48707660767377,0.6532380408646904,target
EURUSD,2023-02-20 10:15:00,2023-02-20 11:45:00,-1,1.1015935765632865,1.10141505985241,109195.75738300703,109595.95705834476,545.9787869150351,50.97,0.005,909.8996753377332,101.94,50.97,356.78999999999996,400.1996753377333,0.7330472545210781,target
EURUSD,2023-02-20 11:15:00,2023-02-20 12:00:00,-1,1.101524323711944,1.1013638914811632,109595.95705834476,109939.93731594954,547.9797852917238,56.92,0.005,913.1802576047834,113.84,56.92,398.44,343.98025760478333,0.6278064210945311,target
EURUSD,2023-02-20 11:30:00,2023-02-20 12:30:00,-1,1.1014863853222499,1.1013239506371522,109939.93731594954,110292.06893990052,549.6996865797478,56.4,0.005,916.131623950971,112.8,56.4,394.8,352.13162395097095,0.6406132313029139,target
EURUSD,2023-02-20 13:30:00,2023-02-20 14:30:00,-1,1.1011129920970288,1.1009319691471273,110292.06893990052,110703.42245655054,551.4603446995026,50.77,0.005,919.0535166500244,101.54,50.77,355.39000000000004,411.3535166500244,0.7459730929663153,target
EURUSD,2023-02-20 13:45:00,2023-02-20 15:15:00,-1,1.1010314045656013,1.1008495265281812,110703.42245655054,111118.70786234524,553.5171122827527,50.72,0.005,922.4854057947027,101.44,50.72,355.03999999999996,415.2854057947028,0.7503016726808661,target
EURUSD,2023-02-20 14:45:00,2023-02-20 16:15:00,-1,1.1009023156144768,1.1006987491993263,111118.70786234524,111589.72791844977,555.5935393117262,45.48,0.005,925.8200561045351,90.96,45.48,318.35999999999996,471.0200561045351,0.8479330531510312,target
EURUSD,2023-02-20 15:45:00,2023-02-20 16:30:00,-1,1.1008282810628074,1.1006380013447128,111589.72791844977,112030.92490077807,557.9486395922489,48.87,0.005,929.8969823283063,97.74,48.87,342.09,441.1969823283064,0.7907631897456617,target
EURUSD,2023-02-20 16:00:00,2023-03-06 07:30:00,-1,1.1007612376037064,1.100568044172585,112030.92490077807,112481.23555995693,560.1546245038904,48.32,0.005,933.5106591788574,96.64,48.32,338.24,450.31065917885735,0.8039734286042833,target
EURUSD,2023-03-06 07:00:00,2023-03-06 08:30:00,-1,1.1006152603179016,1.1004488259139111,112481.23555995693,112855.32768882712,562.4061777997847,56.31,0.005,937.1921288701975,112.62,56.31,394.17,374.0921288701975,0.665271145844638,target
EURUSD,2023-03-06 07:45:00,2023-03-06 10:15:00,-1,1.100561069149213,1.1004142769588585,112855.32768882712,113155.07846023745,564.2766384441356,64.06,0.005,940.3507714103223,128.12,64.06,448.42,299.7507714103223,0.5312747478993299,target
EURUSD,2023-03-06 15:45:00,2023-03-06 16:00:00,1,1.1005509718560775,1.1004726509475145,113155.07846023745,111867.06653768633,565.7753923011873,72.23,0.005,-565.7119225511176,144.46,72.23,505.61,-1288.0119225511176,-2.2767982628733323,stop
EURUSD,2023-03-06 16:45:00,2023-03-20 07:45:00,1,1.1006093276421602,1.1007456973860603,111867.06653768633,112115.69010698727,559.3353326884317,68.36,0.005,932.2235693009313,136.72,68.36,478.52,248.62356930093142,0.44449918361543134,target
EURUSD,2023-03-20 07:30:00,2023-03-20 08:15:00,1,1.1006705926080436,1.1008024366266858,112115.69010698727,112341.33682308583,560.5784505349363,70.86,0.005,934.2467160985652,141.72,70.86,496.02,225.64671609856532,0.40254662251805795,target
EURUSD,2023-03-20 08:00:00,2023-03-20 10:00:00,1,1.10074306790537,1.100880914352627,112341.33682308583,112598.35204640817,561.7066841154292,67.91,0.005,936.1152233223293,135.82,67.91,475.37,257.01522332232923,0.45759185927613116,target
EURUSD,2023-03-20 10:15:00,2023-03-20 11:00:00,1,1.1008926691972265,1.1010167511367015,112598.35204640817,112780.45967271809,562.9917602320409,75.62,0.005,938.3076263099191,151.24,75.62,529.34,182.10762630991906,0.32346823366444827,target
EURUSD,2023-03-20 11:30:00,2023-03-20 12:30:00,1,1.101053557189649,1.1011832003408328,112780.45967271809,112995.34287565027,563.9022983635905,72.49,0.005,939.7832029321733,144.98,72.49,507.42999999999995,214.8832029321734,0.38108647870701057,target
EURUSD,2023-03-20 11:45:00,2023-03-20 12:30:00,1,1.101070314953525,1.1011951540354659,112995.34287565027,113182.67923164801,564.9767143782514,75.42,0.005,941.5363559977452,150.84,75.42,527.94,187.33635599774516,0.33161466151285784,target
EURUSD,2023-03-20 12:00:00,2023-03-20 12:45:00,1,1.101108291619209,1.1012359943582728,113182.67923164801,113387.2639596343,565.9133961582401,73.85,0.005,943.0847279862919,147.7,73.85,516.9499999999999,204.58472798629202,0.3615523998274033,target
EURUSD,2023-03-20 13:15:00,2023-03-20 14:00:00,1,1.101267919392112,1.1014202982284007,113387.2639596343,113712.01274462433,566.9363197981716,62.0,0.005,944.7487849900238,124.0,62.0,434.0,324.74878499002375,0.5729014777082927,target
EURUSD,2023-03-20 14:00:00,2023-03-20 15:15:00,1,1.1014020326525344,1.1015584493955815,113712.01274462433,114053.78537400308,568.5600637231216,60.58,0.005,947.5726293787585,121.16,60.58,424.06,341.77262937875855,0.6011370857530043,target
EURUSD,2023-03-20 14:15:00,2023-03-20 15:45:00,1,1.101438932402982,1.1015983854273366,114053.78537400308,114408.12539915588,570.2689268700154,59.6,0.005,950.3400251527871,119.2,59.6,417.2,354.3400251527871,0.6214267451194474,target
EURUSD,2023-03-20 16:00:00,2023-03-20 16:45:00,1,1.1015807664744028,1.101767373549198,114408.12539915588,114850.60094428415,572.0406269957793,51.09,0.005,953.3755451282674,102.18,51.09,357.63,442.4755451282674,0.7735243951338402,target
EURUSD,2023-04-03 07:00:00,2023-04-03 07:45:00,1,1.101781280617381,1.1019779753448038,114850.60094428415,115321.020793196,574.2530047214208,48.65,0.005,956.9198489118535,97.3,48.65,340.55,470.4198489118535,0.8193299390869588,target
EURUSD,2023-04-03 07:30:00,2023-04-03 08:30:00,1,1.101877215399631,1.1020829219940327,115321.020793196,115814.77629564618,576.60510396598,46.71,0.005,960.8555024501852,93.42,46.71,326.97,493.7555024501852,0.8564511888816906,target
EURUSD,2023-04-03 08:00:00,2023-04-03 09:15:00,1,1.1019732492537269,1.1021871246189319,115814.77629564618,116328.58194345118,579.0738814782309,45.12,0.005,965.0056478049933,90.24,45.12,315.84,513.8056478049933,0.8873966160601282,target
EURUSD,2023-04-03 08:30:00,2023-04-03 10:00:00,1,1.1020511076824735,1.10225285082851,116328.58194345118,116817.45776015706,581.6429097172559,48.05,0.005,969.3758167058808,96.1,48.05,336.34999999999997,488.8758167058808,0.8405336854925399,target
EURUSD,2023-04-03 08:45:00,2023-04-03 10:00:00,1,1.102121871457935,1.1023210421648226,116817.45776015706,117302.10500471664,584.0872888007854,48.87,0.005,973.3472445595778,97.74,48.87,342.09,484.64724455957787,0.8298635580615291,target
EURUSD,2023-04-03 10:15:00,2023-04-03 11:00:00,1,1.1023095995638474,1.1024773383984794,117302.10500471664,117696.819194117,586.5105250235832,58.27,0.005,977.4141894003582,116.54,58.27,407.89000000000004,394.7141894003581,0.6730585553889952,target
EURUSD,2023-04-03 10:45:00,2023-04-03 11:15:00,1,1.1024018747975746,1.1025723763799156,117696.819194117,118102.34429574241,588.484095970585,57.52,0.005,980.7251016254224,115.04,57.52,402.64000000000004,405.5251016254224,0.6891586319712053,target
EURUSD,2023-04-03 11:15:00,2023-04-03 12:15:00,1,1.1025025616501163,1.1026647548240391,118102.34429574241,118479.67028193237,590.511721478712,60.67,0.005,984.0259861899508,121.34,60.67,424.69,377.32598618995075,0.6390854026992984,target
EURUSD,2023-04-03 11:30:00,2023-04-03 12:45:00,1,1.1025619817840553,1.102729145820934,118479.67028193237,118876.34108373841,592.3983514096618,59.06,0.005,987.2708018060466,118.12,59.06,413.42,396.6708018060466,0.6696420088601484,target
EURUSD,2023-04-03 13:15:00,2023-04-03 14:45:00,1,1.1027665599681833,1.1029350850360327,118876.34108373841,119279.131432557,594.381705418692,58.78,0.005,990.5903488185835,117.56,58.78,411.46000000000004,402.7903488185834,0.6776941132448959,target
EURUSD,2023-04-03 14:45:00,2023-04-03 16:00:00,1,1.1028902622450254,1.1030477542926311,119279.131432557,119641.96374499678,596.395657162785,63.11,0.005,993.9323124397872,126.22,63.11,441.77,362.8323124397873,0.608412175722524,target
EURUSD,2023-04-03 16:15:00,2023-04-03 16:45:00,1,1.1030346918276794,1.1031932574664673,119641.96374499678,120010.16591605639,598.209818724984,62.87,0.005,996.9021710595955,125.74,62.87,440.09,368.20217105959557,0.6155772380830868,target
EURUSD,2023-04-17 07:00:00,2023-04-17 08:45:00,1,1.1031638517778348,1.1033350534477884,120010.16591605639,120426.05487025506,600.050829580282,58.41,0.005,999.9889541986668,116.82,58.41,408.87,415.88895419866674,0.6931559134599912,target
EURUSD,2023-04-17 09:15:00,2023-04-17 11:45:00,1,1.10335982227103,1.1032697313839421,119732.58406629131,118469.43012159302,598.6629203314566,66.45,0.005,-598.653944698293,132.9,66.45,465.15000000000003,-1263.153944698293,-2.1099901802783436,stop
EURUSD,2023-04-17 08:00:00,2023-04-17 12:30:00,1,1.1032837069394577,1.1032686844143351,120426.05487025506,119732.58406629131,602.1302743512753,60.29,0.005,-90.57080396374673,120.58,60.29,422.03,-693.4708039637467,-1.1517173331794317,timeout
EURUSD,2023-05-01 08:45:00,2023-05-01 09:30:00,-1,1.103158047489395,1.1029887529155231,118469.43012159302,118873.48678183963,592.3471506079651,58.31,0.005,987.1566602466143,116.62,58.31,408.17,404.05666024661423,0.682189356762738,target
EURUSD,2023-05-01 09:30:00,2023-05-01 10:15:00,-1,1.1030410877294057,1.1028723276724706,118873.48678183963,119277.03955599181,594.3674339091982,58.69,0.005,990.45277415218,117.38,58.69,410.83,403.55277415218006,0.6790712030623925,target
EURUSD,2023-05-01 09:45:00,2023-05-01 10:30:00,-1,1.102992767968297,1.1028175503110562,119277.03955599181,119703.67410786112,596.3851977799591,56.72,0.005,993.8345518693161,113.44,56.72,397.03999999999996,426.63455186931617,0.7154687720517693,target
EURUSD,2023-05-01 10:30:00,2023-05-01 11:00:00,-1,1.1028587611865912,1.1026809839882932,119703.67410786112,120140.08196751139,598.5183705393056,56.11,0.005,997.5078596502728,112.22,56.11,392.77,436.40785965027294,0.7291636108064985,target
EURUSD,2023-05-01 11:15:00,2023-05-01 12:00:00,-1,1.1027300934414463,1.1025538486577655,120564.90221974974,120999.4974867305,602.8245110987488,57.0,0.005,1004.5952669807567,114.0,57.0,399.0,434.5952669807567,0.7210122014054783,target
EURUSD,2023-05-01 11:00:00,2023-05-01 12:00:00,-1,1.102785550591738,1.1026118226756954,120140.08196751139,120564.90221974974,600.700409837557,57.62,0.005,1001.0202522383488,115.24,57.62,403.34,424.82025223834887,0.7073121169606443,target
EURUSD,2023-05-01 13:15:00,2023-05-01 14:00:00,-1,1.1024453297836472,1.1022543907355102,120999.4974867305,121479.65566089354,604.9974874336525,52.8,0.005,1008.158174163043,105.6,52.8,369.59999999999997,480.158174163043,0.7937877647715725,target
EURUSD,2023-05-01 13:45:00,2023-05-01 15:00:00,-1,1.1023798234601188,1.1021909279181898,121479.65566089354,121956.04687009058,607.3982783044677,53.59,0.005,1012.2912091970443,107.18,53.59,375.13,476.3912091970443,0.7843448026099363,target
EURUSD,2023-05-01 14:00:00,2023-05-01 15:30:00,-1,1.1023346400036134,1.1021522531831123,121956.04687009058,122415.10623392265,609.7802343504529,55.72,0.005,1016.2593638320753,111.44,55.72,390.03999999999996,459.0593638320754,0.7528579484222376,target
EURUSD,2023-05-01 15:45:00,2023-05-01 16:45:00,-1,1.1021307824784612,1.10195555233762,122415.10623392265,122853.02088375861,612.0755311696132,58.21,0.005,1020.0146498359688,116.42,58.21,407.47,437.9146498359688,0.7155365365030477,target
EURUSD,2023-05-01 16:15:00,2023-05-15 07:15:00,-1,1.1020447369521738,1.1018704635438723,122853.02088375861,123289.30288412134,614.265104418793,58.74,0.005,1023.6820003627219,117.48,58.74,411.18,436.2820003627219,0.7103149874803554,target
EURUSD,2023-05-01 16:30:00,2023-05-15 07:45:00,-1,1.1020013199042409,1.1018289486629242,123289.30288412134,123720.6354823685,616.4465144206067,59.6,0.005,1027.3325982471615,119.2,59.6,417.2,431.3325982471615,0.6997613674203751,target
EURUSD,2023-05-15 07:15:00,2023-05-15 08:00:00,-1,1.1019118433211985,1.1017362964156974,123720.6354823685,124164.32245837672,618.6031774118425,58.73,0.005,1030.9869760082242,117.46,58.73,411.10999999999996,443.6869760082243,0.7172527981013768,target
EURUSD,2023-05-15 07:30:00,2023-05-15 08:00:00,-1,1.1018849513085398,1.1017063017533895,124164.32245837672,124619.78203225236,620.8216122918836,57.91,0.005,1034.5595738756497,115.82,57.91,405.37,455.45957387564965,0.7337414963442119,target
EURUSD,2023-05-15 08:00:00,2023-05-15 09:00:00,-1,1.1017827423055762,1.1015978300016958,124619.78203225236,125096.6495308447,623.0989101612619,56.16,0.005,1038.4674985923396,112.32,56.16,393.12,476.86749859233953,0.7653385064031573,target
EURUSD,2023-05-15 08:30:00,2023-05-15 09:30:00,-1,1.1016703194773638,1.101467398995253,125096.6495308447,125625.35204744784,625.4832476542235,51.37,0.005,1042.4025166031336,102.74,51.37,359.59,528.7025166031336,0.8453268741874158,target
EURUSD,2023-05-15 09:45:00,2023-05-15 10:30:00,-1,1.1014973090263553,1.1013088953857741,125625.35204744784,126116.57823451697,628.1267602372392,55.56,0.005,1046.8261870691338,111.12,55.56,388.92,491.22618706913374,0.7820881077438113,target
EURUSD,2023-05-15 10:15:00,2023-05-15 11:15:00,-1,1.1013733734423812,1.1011855882747787,126116.57823451697,126607.82403242016,630.5828911725848,55.96,0.005,1050.845797903186,111.92,55.96,391.72,491.2457979031859,0.7791276304658548,target
EURUSD,2023-05-15 10:45:00,2023-05-15 12:45:00,-1,1.101299965995399,1.1011133565888567,126607.82403242016,127097.42700760411,633.0391201621009,56.53,0.005,1054.9029751839587,113.06,56.53,395.71000000000004,489.6029751839586,0.7735355552460251,target
EURUSD,2023-05-15 11:30:00,2023-05-15 14:15:00,-1,1.1012191192781182,1.1010415809765364,127097.42700760411,127559.94297653984,635.4871350380206,59.65,0.005,1059.0159689357215,119.3,59.65,417.55,462.5159689357215,0.7279021004759463,target
EURUSD,2023-05-15 14:30:00,2023-05-15 16:00:00,-1,1.1010402083325093,1.100874617175568,127559.94297653984,127980.97261294648,637.7997148826992,64.19,0.005,1062.9296364066493,128.38,64.19,449.33,421.0296364066493,0.6601716958897588,target
EURUSD,2023-05-15 15:15:00,2023-05-29 07:15:00,-1,1.1009393432068968,1.1007756539445397,127980.97261294648,128395.90815720301,639.9048630647325,65.15,0.005,1066.4355442565254,130.3,65.15,456.05000000000007,414.9355442565253,0.6484772981840576,target
EURUSD,2023-05-29 14:15:00,2023-05-29 16:30:00,1,1.1008161480890182,1.1009518233839093,128395.90815720301,128677.24353271433,641.979540786015,78.86,0.005,1069.9353755113195,157.72,78.86,552.02,281.3353755113196,0.43824356428516403,target
EURUSD,2023-05-29 16:45:00,2023-06-12 07:45:00,1,1.1010012558417832,1.1011501926856575,128677.24353271433,129029.53987176536,643.3862176635716,71.99,0.005,1072.1963390510293,143.98,71.99,503.92999999999995,352.29633905102946,0.5476241092222465,target
EURUSD,2023-06-12 07:15:00,2023-06-12 09:15:00,1,1.1010731365207609,1.1012238095287477,129029.53987176536,129391.14245675894,645.1476993588268,71.36,0.005,1075.2025849935762,142.72,71.36,499.52,361.60258499357633,0.5605185324140626,target
EURUSD,2023-06-12 10:30:00,2023-06-12 11:00:00,1,1.1013539229735267,1.1015166417801923,129391.14245675894,129806.71726972467,646.9557122837947,66.26,0.005,1078.1748129657244,132.52,66.26,463.82000000000005,415.5748129657243,0.6424048122317118,target
EURUSD,2023-06-12 11:00:00,2023-06-12 11:30:00,1,1.1014592140423982,1.1016285982899103,129806.71726972467,130249.80507433705,649.0335863486233,63.86,0.005,1081.6878046123763,127.72,63.86,447.02,443.08780461237643,0.6827105484639099,target
EURUSD,2023-06-12 11:15:00,2023-06-12 12:00:00,1,1.101519093806396,1.101687823646946,130249.80507433705,130691.8754087557,651.2490253716853,64.32,0.005,1085.270334418652,128.64,64.32,450.23999999999995,442.0703344186521,0.6788943430321479,target
EURUSD,2023-06-12 11:30:00,2023-06-12 12:15:00,1,1.1015482251737694,1.1017142922953445,130691.8754087557,131125.14359204506,653.4593770437785,65.58,0.005,1089.0681832893438,131.16,65.58,459.06,433.2681832893438,0.6630564090442861,target
EURUSD,2023-06-12 13:30:00,2023-06-12 14:30:00,1,1.1019459620310463,1.1021295655234549,131125.14359204506,131622.66797536824,655.6257179602253,59.51,0.005,1092.6243833231918,119.02,59.51,416.57,497.5243833231917,0.7589134181836927,target
EURUSD,2023-06-12 14:30:00,2023-06-12 15:15:00,1,1.1020552004786175,1.1022294417175627,131622.66797536824,132090.01657452804,658.1133398768412,62.95,0.005,1096.8485991597877,125.9,62.95,440.65000000000003,467.3485991597877,0.7101384206799232,target
EURUSD,2023-06-12 14:45:00,2023-06-12 15:45:00,1,1.10214631353169,1.102328372962814,132090.01657452804,132586.1478951033,660.4500828726402,60.46,0.005,1100.7313205752598,120.92,60.46,423.22,496.1313205752598,0.7512146868492372,target
EURUSD,2023-06-12 15:00:00,2023-06-12 15:45:00,1,1.1021758026714201,1.1023476556214844,132586.1478951033,133048.09051106652,662.9307394755165,64.29,0.005,1104.8426159632393,128.58,64.29,450.03000000000003,461.9426159632392,0.6968452780650888,target
EURUSD,2023-06-12 15:30:00,2023-06-12 16:00:00,1,1.1022367940763587,1.1024006704956482,133048.09051106652,133480.21448755998,665.2404525553326,67.65,0.005,1108.6239764934626,135.3,67.65,473.55000000000007,432.12397649346246,0.6496401329578104,target
EURUSD,2023-06-12 15:45:00,2023-06-12 16:15:00,1,1.1022932890612458,1.1024570026136582,133480.21448755998,133913.08436264985,667.4010724377999,67.94,0.005,1112.2698750898685,135.88,67.94,475.58,432.8698750898685,0.6486283661671195,target
EURUSD,2023-06-12 16:00:00,2023-06-26 07:00:00,1,1.1023457556492142,1.1025066931633896,133913.08436264985,134335.62508594166,669.5654218132493,69.34,0.005,1115.9407232918152,138.68,69.34,485.38,422.5407232918152,0.6310680523803565,target
EURUSD,2023-06-12 16:15:00,2023-06-26 08:30:00,1,1.1023980956295418,1.1025628932264264,134335.62508594166,134775.7303639818,671.6781254297083,67.92,0.005,1119.3052780401463,135.84,67.92,475.44,440.10527804014623,0.6553250584316967,target
EURUSD,2023-06-26 08:30:00,2023-06-26 10:15:00,1,1.102545893766051,1.1027134521513884,134775.7303639818,135228.50666251258,673.878651819909,67.02,0.005,1122.9762985307837,134.04,67.02,469.14,452.7762985307836,0.6719885051936857,target
EURUSD,2023-06-26 10:45:00,2023-06-26 11:30:00,1,1.1027706688699646,1.1029193006494613,135228.50666251258,135597.18418287748,676.1425333125629,75.81,0.005,1126.7775203649005,151.62,75.81,530.6700000000001,368.6775203649004,0.5453272920663312,target
EURUSD,2023-06-26 11:00:00,2023-06-26 12:15:00,1,1.1028272147567761,1.1029783191293254,135597.18418287748,135979.342680801,677.9859209143874,74.78,0.005,1129.9584979235324,149.56,74.78,523.46,382.1584979235323,0.5636763040795936,target
EURUSD,2023-06-26 11:15:00,2023-06-26 12:45:00,1,1.1028569212213108,1.1030168439128314,135979.342680801,136403.89495022403,679.896713404005,70.85,0.005,1133.0522694230403,141.7,70.85,495.94999999999993,424.55226942304046,0.624496446280785,target
EURUSD,2023-06-26 11:45:00,2023-06-26 13:30:00,1,1.102914406085024,1.1030714522708822,136403.89495022403,136816.73819727992,682.0194747511201,72.37,0.005,1136.5432470558783,144.74,72.37,506.59000000000003,412.84324705587824,0.6054077398358656,target
EURUSD,2023-07-10 13:30:00,2023-07-10 14:30:00,-1,1.1029844902060701,1.102863982913572,136816.73819727992,137010.75769160473,684.0836909863996,94.61,0.005,1140.119494324796,189.22,94.61,662.27,194.01949432479614,0.2836245020669212,target
EURUSD,2023-07-10 14:30:00,2023-07-10 15:45:00,-1,1.102927599272328,1.102803170205528,137010.75769160473,137234.89437949363,685.0537884580236,91.75,0.005,1141.6366878889028,183.5,91.75,642.25,224.13668788890277,0.32721543591309477,target
EURUSD,2023-07-10 16:00:00,2023-07-10 16:45:00,-1,1.102762014759828,1.1025985941854946,137234.89437949363,137678.71155867944,686.1744718974682,69.98,0.005,1143.6171791857973,139.96,69.98,489.86,443.8171791857974,0.6468032415963615,target
EURUSD,2023-07-10 16:45:00,2023-07-24 07:30:00,-1,1.1026619003038274,1.102489075174071,137678.71155867944,138162.12477000215,688.3935577933972,66.38,0.005,1147.213211322717,132.76,66.38,464.65999999999997,483.41321132271696,0.7023007385072095,target
